Card ID,Card Name,Expansion,Collection No.,Stage (Pokémon)/Type (Energy and Trainer),Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,Move Name,Cost,Damage,Effect Explanation
973,Groudon,ASC,108,Basic Pokémon,n/a,n/a,n/a,140,{F},{G},n/a,3,Megaton Fall,{F}{F}●●,150,This Pokémon also does 30 damage to itself.
974,Riolu,SCR,81,Basic Pokémon,n/a,n/a,n/a,70,{F},{P},n/a,1,Punch,{F}●,30,n/a
975,Stunfisk ex,ASC,114,Basic Pokémon,Pokémon ex,n/a,n/a,210,{F},{G},n/a,2,Big Bite,{F},30,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
975,Stunfisk ex,ASC,114,Basic Pokémon,Pokémon ex,n/a,n/a,210,{F},{G},n/a,2,Flopping Trap,{F}●●,100,"If this Pokémon has any damage counters on it, this attack does 100 more damage."
976,Carbink,ASC,117,Basic Pokémon,n/a,n/a,n/a,90,{F},{G},n/a,1,[Ability] Double Type,n/a,n/a,"As long as this Pokémon is in play, it is {F} and {P} type."
976,Carbink,ASC,117,Basic Pokémon,n/a,n/a,n/a,90,{F},{G},n/a,1,Counter Jewel,{F}{F}●,70,"If your opponent has 2 or fewer Prize cards remaining, this attack does 100 more damage."
977,Crabrawler,SCR,87,Basic Pokémon,n/a,n/a,n/a,90,{F},{P},n/a,3,Vise Grip,●●,20,n/a
977,Crabrawler,SCR,87,Basic Pokémon,n/a,n/a,n/a,90,{F},{P},n/a,3,Crabhammer,●●●,50,n/a
978,Passimian,SSP,111,Basic Pokémon,n/a,n/a,n/a,110,{F},{P},n/a,1,Coordinated Throwing,{F}●,20×,This attack does 20 damage for each of your Basic Pokémon in play.
979,Koraidon ex,ASC,121,Basic Pokémon,Pokémon ex,Tera(Fighting),n/a,230,{F},{P},n/a,2,Tera,n/a,n/a,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
979,Koraidon ex,ASC,121,Basic Pokémon,Pokémon ex,Tera(Fighting),n/a,230,{F},{P},n/a,2,Orichalcum Fang,{F}●,50,"If any of your Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 120 more damage."
979,Koraidon ex,ASC,121,Basic Pokémon,Pokémon ex,Tera(Fighting),n/a,230,{F},{P},n/a,2,Impact Blow,{F}{F}●,200,"During your next turn, this Pokémon can’t use Impact Blow."
980,Venipede,TWM,115,Basic Pokémon,n/a,n/a,n/a,80,{D},{F},n/a,3,Spit Poison,{D},n/a,Your opponent’s Active Pokémon is now Poisoned.
980,Venipede,TWM,115,Basic Pokémon,n/a,n/a,n/a,80,{D},{F},n/a,3,Spinning Attack,{D}●●,40,n/a
981,Whirlipede,TWM,116,Stage 1 Pokémon,n/a,n/a,Venipede,100,{D},{F},n/a,3,Poison Ring,{D},n/a,"Your opponent’s Active Pokémon is now Poisoned. During your opponent’s next turn, that Pokémon can’t retreat."
981,Whirlipede,TWM,116,Stage 1 Pokémon,n/a,n/a,Venipede,100,{D},{F},n/a,3,Spinning Attack,{D}●●,60,n/a
982,Scolipede,TWM,117,Stage 2 Pokémon,n/a,n/a,Whirlipede,170,{D},{F},n/a,3,Dastardly Jab,{D}●,n/a,Place damage counters on your opponent’s Active Pokémon until its remaining HP is 10.
982,Scolipede,TWM,117,Stage 2 Pokémon,n/a,n/a,Whirlipede,170,{D},{F},n/a,3,Sludge Bomb,{D}●●,160,n/a
983,Vullaby,ASC,138,Basic Pokémon,n/a,n/a,n/a,70,{D},{L},{F},1,Flap,●●,20,n/a
984,Mandibuzz ex,ASC,139,Stage 1 Pokémon,Pokémon ex,n/a,Vullaby,260,{D},{L},{F},1,Bone Shot,●●,n/a,This attack does 50 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
984,Mandibuzz ex,ASC,139,Stage 1 Pokémon,Pokémon ex,n/a,Vullaby,260,{D},{L},{F},1,Vulture Claw,{D}●●,160,Discard a random card from your opponent’s hand.
985,Hoopa,ASC,141,Basic Pokémon,n/a,n/a,n/a,120,{D},{G},n/a,2,Filch,●,n/a,Draw 2 cards.
985,Hoopa,ASC,141,Basic Pokémon,n/a,n/a,n/a,120,{D},{G},n/a,2,Knuckle Impact,{D}{D}●,130,"During your next turn, this Pokémon can’t use attacks."
986,Brute Bonnet,TWM,118,Basic Pokémon,n/a,Ancient,n/a,120,{D},{G},n/a,3,Poison Spray,{D},n/a,Your opponent’s Active Pokémon is now Poisoned.
986,Brute Bonnet,TWM,118,Basic Pokémon,n/a,Ancient,n/a,120,{D},{G},n/a,3,Relentless Punches,{D}{D}{D},50,This attack does 50 more damage for each damage counter on your opponent’s Active Pokémon.
987,Mawile,ASC,144,Basic Pokémon,n/a,n/a,n/a,90,{M},{R},{G},1,Call for Family,●,n/a,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
987,Mawile,ASC,144,Basic Pokémon,n/a,n/a,n/a,90,{M},{R},{G},1,Bite,{M}●●,90,n/a
988,Registeel ex,ASC,145,Basic Pokémon,Pokémon ex,n/a,n/a,230,{M},{R},{G},3,Regi Charge,●,n/a,Attach up to 2 Basic {M} Energy cards from your discard pile to this Pokémon.
988,Registeel ex,ASC,145,Basic Pokémon,Pokémon ex,n/a,n/a,230,{M},{R},{G},3,Protecting Steel,{M}●●●,140,"During your opponent’s next turn, this Pokémon takes 50 less damage from attacks (after applying Weakness and Resistance)."
989,Bronzor,SSP,126,Basic Pokémon,n/a,n/a,n/a,60,{M},{R},{G},1,Shield Attack,{M}●,20,"Flip a coin. If heads, this attack does 20 more damage."
990,Togedemaru ex,ASC,149,Basic Pokémon,Pokémon ex,n/a,n/a,190,{M},{R},{G},1,Stun Needle,{M},20,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
990,Togedemaru ex,ASC,149,Basic Pokémon,Pokémon ex,n/a,n/a,190,{M},{R},{G},1,Spiky Rolling,{M}●,80,"If this Pokémon used Spiky Rolling during your last turn, this attack does 80 more damage."
991,Melmetal,TEF,117,Stage 1 Pokémon,n/a,n/a,Meltan,160,{M},{R},{G},4,Hammer In,{M}{M}●,120,n/a
991,Melmetal,TEF,117,Stage 1 Pokémon,n/a,n/a,Meltan,160,{M},{R},{G},4,Iron Bash,{M}{M}{M}{M}●,230,n/a
992,Duraludon,,129,Basic Pokémon,n/a,n/a,n/a,130,{M},{R},{G},2,Confront,{M}{M},50,n/a
992,Duraludon,,129,Basic Pokémon,n/a,n/a,n/a,130,{M},{R},{G},2,Duralubeam,{M}{M}{M},130,Discard 2 Energy from this Pokémon.
993,Orthworm ex,SCR,110,Basic Pokémon,Pokémon ex,n/a,n/a,220,{M},{R},{G},4,[Ability] Pummeling Payback,n/a,n/a,"If this Pokémon is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), place 2 damage counters on the Attacking Pokémon for each {M} Energy attached to this Pokémon."
993,Orthworm ex,SCR,110,Basic Pokémon,Pokémon ex,n/a,n/a,220,{M},{R},{G},4,Rock Tomb,●●●●,150,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
994,Fraxure,SFA,45,Stage 1 Pokémon,n/a,n/a,Axew,100,竜,n/a,n/a,2,[Ability] Unnerve,n/a,n/a,"Whenever your opponent plays an Item or Supporter card from their hand, prevent all effects of that card done to this Pokémon."
994,Fraxure,SFA,45,Stage 1 Pokémon,n/a,n/a,Axew,100,竜,n/a,n/a,2,Dragon Pulse,{F}{M},80,Discard the top card of your deck.
995,Haxorus,SFA,46,Stage 2 Pokémon,n/a,n/a,Fraxure,170,竜,n/a,n/a,2,Bring Down the Axe,{F},n/a,"If your opponent’s Active Pokémon has any Special Energy attached, it is Knocked Out."
995,Haxorus,SFA,46,Stage 2 Pokémon,n/a,n/a,Fraxure,170,竜,n/a,n/a,2,Dragon Pulse,{F}{M},230,Discard the top 3 cards of your deck.
996,Larry's Dunsparce,ASC,163,Basic Pokémon,n/a,Trainer's Pokémon（Larry）,n/a,70,{C},{F},n/a,n/a,Rising Lunge,●,10,"Flip a coin. If heads, this attack does 20 more damage."
997,Larry's Dudunsparce ex,ASC,164,Stage 1 Pokémon,Pokémon ex,Trainer's Pokémon（Larry）,Larry's Dunsparce,270,{C},{F},n/a,3,Work Rush,●●●,80×,Flip a coin for each Energy attached to this Pokémon. This attack does 80 damage for each heads.
998,Slakoth,,145,Basic Pokémon,n/a,n/a,n/a,60,{C},{F},n/a,2,Take It Easy,●,n/a,"Heal 60 damage from this Pokémon. During your next turn, this Pokémon can’t retreat."
999,Vigoroth,,146,Stage 1 Pokémon,n/a,n/a,Slakoth,90,{C},{F},n/a,2,Slashing Claw,●●,50,n/a
1000,Skitty,ASC,165,Basic Pokémon,n/a,n/a,n/a,60,{C},{F},n/a,1,Cat Kick,●,20,n/a
1001,Delcatty,ASC,166,Stage 1 Pokémon,n/a,n/a,Skitty,100,{C},{F},n/a,1,Cat Kick,●,40,n/a
1001,Delcatty,ASC,166,Stage 1 Pokémon,n/a,n/a,Skitty,100,{C},{F},n/a,1,Energy Crush,●●,40×,This attack does 40 damage for each Energy attached to all of your opponent’s Pokémon.
1002,Zangoose ex,ASC,167,Basic Pokémon,Pokémon ex,n/a,n/a,200,{C},{F},n/a,1,Spike Draw,●,20,Draw 2 cards.
1002,Zangoose ex,ASC,167,Basic Pokémon,Pokémon ex,n/a,n/a,200,{C},{F},n/a,1,Wild Scissors,●●●,180,This Pokémon also does 30 damage to itself.
1003,Larry's Starly,ASC,168,Basic Pokémon,n/a,Trainer's Pokémon（Larry）,n/a,60,{C},{L},{F},1,Minor Errand-Running,●,n/a,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
1003,Larry's Starly,ASC,168,Basic Pokémon,n/a,Trainer's Pokémon（Larry）,n/a,60,{C},{L},{F},1,Glide,●,10,n/a
1004,Larry's Staravia,ASC,169,Stage 1 Pokémon,n/a,Trainer's Pokémon（Larry）,Larry's Starly,90,{C},{L},{F},1,Flap,●,20,n/a
1004,Larry's Staravia,ASC,169,Stage 1 Pokémon,n/a,Trainer's Pokémon（Larry）,Larry's Starly,90,{C},{L},{F},1,Razor Wing,●●,50,n/a
1005,Larry's Staraptor,ASC,170,Stage 2 Pokémon,n/a,Trainer's Pokémon（Larry）,Larry's Staravia,150,{C},{L},{F},1,Facade,●,60,"If this Pokémon is Burned or Poisoned, this attack does 100 more damage."
1005,Larry's Staraptor,ASC,170,Stage 2 Pokémon,n/a,Trainer's Pokémon（Larry）,Larry's Staravia,150,{C},{L},{F},1,Feathery Strike,●●●,150,"Discard 2 Energy from this Pokémon, and this attack also does 50 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
1006,Mega Audino ex,ASC,172,Basic Pokémon,Mega Pokémon ex,n/a,n/a,270,{C},{F},n/a,1,Kaleidowaltz,●,n/a,"Flip 3 coins. For each heads, search your deck for up to 2 Basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck."
1006,Mega Audino ex,ASC,172,Basic Pokémon,Mega Pokémon ex,n/a,n/a,270,{C},{F},n/a,1,Ear Force,●●●,20,This attack does 80 more damage for each Energy attached to your opponent’s Active Pokémon.
1007,Larry's Rufflet,ASC,173,Basic Pokémon,n/a,Trainer's Pokémon（Larry）,n/a,70,{C},{L},{F},1,Peck the Wound,●●,20,"If your opponent’s Active Pokémon already has any damage counters on it, this attack does 80 more damage."
1008,Larry's Braviary,ASC,174,Stage 1 Pokémon,n/a,Trainer's Pokémon（Larry）,Larry's Rufflet,130,{C},{L},{F},1,Clutch,●●,50,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
1008,Larry's Braviary,ASC,174,Stage 1 Pokémon,n/a,Trainer's Pokémon（Larry）,Larry's Rufflet,130,{C},{L},{F},1,Brave Bird,●●●,120,This Pokémon also does 30 damage to itself.
1009,Larry's Komala,ASC,175,Basic Pokémon,n/a,Trainer's Pokémon（Larry）,n/a,90,{C},{F},n/a,2,[Ability] Lethargic Charge,n/a,n/a,"Once during your turn, if this Pokémon is on your Bench, you may use this Ability. Attach an Energy card from your hand to your Active Larry’s Pokémon."
1009,Larry's Komala,ASC,175,Basic Pokémon,n/a,Trainer's Pokémon（Larry）,n/a,90,{C},{F},n/a,2,Dozing Draw,●,n/a,This Pokémon is now Asleep. Draw 2 cards.
1010,Drampa,ASC,176,Basic Pokémon,n/a,n/a,n/a,130,{C},{F},n/a,2,Gentle Slap,●●,50,n/a
1010,Drampa,ASC,176,Basic Pokémon,n/a,n/a,n/a,130,{C},{F},n/a,2,Dragon Strike,●●●,120,"During your next turn, this Pokémon can’t use Dragon Strike."
1011,Spinarak,POR,1,Basic Pokémon,n/a,n/a,n/a,60,{G},{R},n/a,1,Gooey Thread,{G},10,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
1012,Ariados,POR,2,Stage 1 Pokémon,n/a,n/a,Spinarak,110,{G},{R},n/a,1,Poison Ring,{G},50,"Your opponent’s Active Pokémon is now Poisoned. During your opponent’s next turn, that Pokémon can’t retreat."
1013,Shaymin,POR,3,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,n/a,Send Flowers,{G},n/a,"Search your deck for an Energy card and attach it to 1 of your Benched {G} Pokémon. Then, shuffle your deck."
1013,Shaymin,POR,3,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,n/a,Leaf Step,{G},30,n/a
1014,Snivy,POR,4,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,1,Reckless Charge,{G},30,This Pokémon also does 10 damage to itself.
1015,Servine,POR,5,Stage 1 Pokémon,n/a,n/a,Snivy,100,{G},{R},n/a,1,Solar Cutter,{G},40,n/a
1016,Serperior,POR,6,Stage 2 Pokémon,n/a,n/a,Servine,160,{G},{R},n/a,2,Regal Command,{G},20×,This attack does 20 damage for each of your Pokémon in play.
1016,Serperior,POR,6,Stage 2 Pokémon,n/a,n/a,Servine,160,{G},{R},n/a,2,Solar Coiling,{G}{G}{G},100,"If Rosa’s Encouragement is in your discard pile, this attack does 150 more damage."
1017,Scatterbug,POR,7,Basic Pokémon,n/a,n/a,n/a,40,{G},{R},n/a,1,Gnaw,{G},20,n/a
1018,Spewpa,POR,8,Stage 1 Pokémon,n/a,n/a,Scatterbug,80,{G},{R},n/a,3,Hide,{G},n/a,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon."
1019,Vivillon,POR,9,Stage 2 Pokémon,n/a,n/a,Spewpa,120,{G},{R},n/a,1,[Ability] Grand Wing,n/a,n/a,"Once during your turn, you may use this Ability. Your opponent shuffles their hand and puts it on the bottom of their deck. If they put any cards on the bottom of their deck in this way, they draw 4 cards."
1019,Vivillon,POR,9,Stage 2 Pokémon,n/a,n/a,Spewpa,120,{G},{R},n/a,1,Blow Through,{G},60,"If a Stadium is in play, this attack does 60 more damage."
1020,Rowlet,POR,10,Basic Pokémon,n/a,n/a,n/a,80,{G},{R},n/a,2,Find a Friend,{G},n/a,"Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
1020,Rowlet,POR,10,Basic Pokémon,n/a,n/a,n/a,80,{G},{R},n/a,2,Tackle,●●●,30,n/a
1021,Dartrix,POR,11,Stage 1 Pokémon,n/a,n/a,Rowlet,100,{G},{R},n/a,2,Leafage,{G},20,n/a
1021,Dartrix,POR,11,Stage 1 Pokémon,n/a,n/a,Rowlet,100,{G},{R},n/a,2,Feather Shot,●●●,n/a,"Discard all Energy from this Pokémon, and this attack does 90 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
1022,Decidueye ex,POR,12,Stage 2 Pokémon,Pokémon ex,n/a,Dartrix,320,{G},{R},n/a,2,[Ability] Sniper’s Eye,n/a,n/a,"If your opponent has exactly 4 cards in their hand, ignore all {C} Energy in the costs of attacks used by this Pokémon."
1022,Decidueye ex,POR,12,Stage 2 Pokémon,Pokémon ex,n/a,Dartrix,320,{G},{R},n/a,2,Crushing Arrow,{G}●●●,240,Discard an Energy from your opponent’s Active Pokémon.
1023,Fletchinder,POR,13,Stage 1 Pokémon,n/a,n/a,Fletchling,90,{R},{L},{F},1,Flare,{R}{R},60,n/a
1024,Talonflame,POR,14,Stage 2 Pokémon,n/a,n/a,Fletchinder,150,{R},{L},{F},1,[Ability] Sky Hunt,n/a,n/a,"Once during your turn, you may use this Ability. Flip a coin. If heads, discard a random card from your opponent’s hand."
1024,Talonflame,POR,14,Stage 2 Pokémon,n/a,n/a,Fletchinder,150,{R},{L},{F},1,Fire Wing,{R}{R},110,n/a
1025,Salandit,POR,15,Basic Pokémon,n/a,n/a,n/a,70,{R},{W},n/a,1,Fire Claws,{R},20,n/a
1026,Salazzle ex,POR,16,Stage 1 Pokémon,Pokémon ex,n/a,Salandit,260,{R},{W},n/a,1,Nasty Plot,{R},n/a,"Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck."
1026,Salazzle ex,POR,16,Stage 1 Pokémon,Pokémon ex,n/a,Salandit,260,{R},{W},n/a,1,Dire Nails,{R}{R},100,Your opponent’s Active Pokémon is now Burned and Poisoned. Switch this Pokémon with 1 of your Benched Pokémon.
1027,Turtonator,POR,17,Basic Pokémon,n/a,n/a,n/a,120,{R},{W},n/a,2,[Ability] Shell Spikes,n/a,n/a,"If this Pokémon is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), discard an Energy from the Attacking Pokémon."
1027,Turtonator,POR,17,Basic Pokémon,n/a,n/a,n/a,120,{R},{W},n/a,2,Heat Breath,{R}{R}●,80,"Flip a coin. If heads, this attack does 80 more damage."
1028,Seel,POR,18,Basic Pokémon,n/a,n/a,n/a,80,{W},{L},n/a,2,Rain Splash,{W},10,n/a
1028,Seel,POR,18,Basic Pokémon,n/a,n/a,n/a,80,{W},{L},n/a,2,Wave Splash,{W}{W},30,n/a
1029,Dewgong,POR,19,Stage 1 Pokémon,n/a,n/a,Seel,130,{W},{L},n/a,2,[Ability] Wash Out,n/a,n/a,"As often as you like during your turn, you may use this Ability. Move a {W} Energy from 1 of your Benched Pokémon to your Active Pokémon."
1029,Dewgong,POR,19,Stage 1 Pokémon,n/a,n/a,Seel,130,{W},{L},n/a,2,Wave Splash,{W}{W},60,n/a
1030,Staryu,POR,20,Basic Pokémon,n/a,n/a,n/a,70,{W},{L},n/a,1,Water Gun,{W},20,n/a
1031,Mega Starmie ex,POR,21,Stage 1 Pokémon,Mega Pokémon ex,n/a,Staryu,330,{W},{L},n/a,2,Jetting Blow,{W},120,This attack also does 50 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
1031,Mega Starmie ex,POR,21,Stage 1 Pokémon,Mega Pokémon ex,n/a,Staryu,330,{W},{L},n/a,2,Nebula Beam,●●●,210,"This attack’s damage isn’t affected by Weakness or Resistance, or by any effects on your opponent’s Active Pokémon."
1032,Amaura,POR,23,Stage 1 Pokémon,n/a,n/a,Antique Sail Fossil,100,{W},{M},n/a,3,Icy Wind,{W}●,50,Your opponent’s Active Pokémon is now Asleep.
1033,Aurorus,POR,24,Stage 2 Pokémon,n/a,n/a,Amaura,170,{W},{M},n/a,3,[Ability] Tundra Wall,n/a,n/a,All of your Pokémon that have any {W} Energy attached take 50 less damage from attacks from your opponent’s Pokémon (after applying Weakness and Resistance). The effect of Tundra Wall doesn’t stack.
1033,Aurorus,POR,24,Stage 2 Pokémon,n/a,n/a,Amaura,170,{W},{M},n/a,3,Freezing Chill,{W}{W}●,150,"During your opponent’s next turn, the Defending Pokémon can’t use attacks."
1034,Volcanion,POR,25,Basic Pokémon,n/a,n/a,n/a,130,{W},{L},n/a,3,Strength,{W}●,50,n/a
1034,Volcanion,POR,25,Basic Pokémon,n/a,n/a,n/a,130,{W},{L},n/a,3,Powerful Steam,{W}{W}●,90×,Flip a coin for each {W} Energy attached to this Pokémon. This attack does 90 damage for each heads.
1035,Shinx,POR,26,Basic Pokémon,n/a,n/a,n/a,70,{L},{F},n/a,1,Double Scratch,{L},10×,Flip 2 coins. This attack does 10 damage for each heads.
1036,Luxio,POR,27,Stage 1 Pokémon,n/a,n/a,Shinx,90,{L},{F},n/a,1,[Ability] Fighting Roar,n/a,n/a,"If your opponent’s Active Pokémon is a Pokémon {ex}, this Pokémon can evolve during your first turn or the turn you play it."
1036,Luxio,POR,27,Stage 1 Pokémon,n/a,n/a,Shinx,90,{L},{F},n/a,1,Static Shock,{L}●,40,n/a
1037,Luxray,POR,28,Stage 2 Pokémon,n/a,n/a,Luxio,150,{L},{F},n/a,n/a,Incessant Onslaught,{L}●,70×,This attack does 70 damage for each Prize card you have taken.
1037,Luxray,POR,28,Stage 2 Pokémon,n/a,n/a,Luxio,150,{L},{F},n/a,n/a,Strong Volt,{L}●●,200,Discard 2 Energy from this Pokémon.
1038,Dedenne,POR,29,Basic Pokémon,n/a,n/a,n/a,70,{L},{F},n/a,1,Tail Generator,{L},n/a,Choose Basic {L} Energy cards from your discard pile up to the amount of Energy attached to all of your opponent’s Pokémon and attach them to your {L} Pokémon in any way you like.
1038,Dedenne,POR,29,Basic Pokémon,n/a,n/a,n/a,70,{L},{F},n/a,1,Thunder Shock,{L}●,30,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
1039,Clefairy,POR,30,Basic Pokémon,n/a,n/a,n/a,70,{P},{M},n/a,1,Follow Me,{P},n/a,Switch in 1 of your opponent’s Benched Pokémon to the Active Spot.
1039,Clefairy,POR,30,Basic Pokémon,n/a,n/a,n/a,70,{P},{M},n/a,1,Flop,{P}{P},30,n/a
1040,Mega Clefable ex,POR,31,Stage 1 Pokémon,Mega Pokémon ex,n/a,Clefairy,320,{P},{M},n/a,1,[Ability] Luminous Wing,n/a,n/a,Prevent all effects of your opponent’s Pokémon’s Abilities done to this Pokémon.
1040,Mega Clefable ex,POR,31,Stage 1 Pokémon,Mega Pokémon ex,n/a,Clefairy,320,{P},{M},n/a,1,Shooting Moons,{P}{P},120,"You may discard up to 4 Energy cards from your hand, and this attack does 40 more damage for each card you discarded in this way."
1041,Mawile,POR,32,Basic Pokémon,n/a,n/a,n/a,110,{P},{M},n/a,2,Double Eater,{P}●,60×,"Discard up to 2 Energy cards from your hand, and this attack does 60 damage for each card you discarded in this way."
1042,Espurr,POR,33,Basic Pokémon,n/a,n/a,n/a,60,{P},{D},{F},1,Nap,●,n/a,Heal 20 damage from this Pokémon.
1042,Espurr,POR,33,Basic Pokémon,n/a,n/a,n/a,60,{P},{D},{F},1,Stampede,{P},10,n/a
1043,Meowstic,POR,34,Stage 1 Pokémon,n/a,n/a,Espurr,100,{P},{D},{F},1,Perplex,{P},n/a,Your opponent’s Active Pokémon is now Confused.
1043,Meowstic,POR,34,Stage 1 Pokémon,n/a,n/a,Espurr,100,{P},{D},{F},1,Psychic,{P},30,This attack does 30 more damage for each Energy attached to your opponent’s Active Pokémon.
1044,Spritzee,POR,35,Basic Pokémon,n/a,n/a,n/a,70,{P},{M},n/a,1,Sweet Scent,●,n/a,Heal 30 damage from 1 of your Pokémon.
1044,Spritzee,POR,35,Basic Pokémon,n/a,n/a,n/a,70,{P},{M},n/a,1,Ram,{P},10,n/a
1045,Aromatisse,POR,36,Stage 1 Pokémon,n/a,n/a,Spritzee,120,{P},{M},n/a,1,[Ability] Scent Collection,n/a,n/a,"Once during your turn, you may use this Ability. Search your deck for up to 2 Basic {P} Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
1045,Aromatisse,POR,36,Stage 1 Pokémon,n/a,n/a,Spritzee,120,{P},{M},n/a,1,Draining Kiss,{P}●,50,Heal 30 damage from this Pokémon.
1046,Nosepass,POR,37,Basic Pokémon,n/a,n/a,n/a,90,{F},{G},n/a,3,Rolling Rocks,{F}{F},40,n/a
1047,Probopass,POR,38,Stage 1 Pokémon,n/a,n/a,Nosepass,140,{F},{G},n/a,3,Rolling Rocks,{F}{F},60,n/a
1047,Probopass,POR,38,Stage 1 Pokémon,n/a,n/a,Nosepass,140,{F},{G},n/a,3,Obliterating Nose,{F}{F}{F}●,260,Discard 3 Energy from this Pokémon.
1048,Hippopotas,POR,39,Basic Pokémon,n/a,n/a,n/a,100,{F},{G},n/a,4,Sand Attack,{F},10,"During your opponent’s next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn’t happen."
