カード ID,カード名,エキスパンションマーク,コレクション番号,ポケモンの進化の段階/エネルギー・トレーナーズの種類,ルール,カテゴリ,進化前,HP,タイプ,弱点,抵抗力,にげる,ワザ名,コスト,ダメージ,効果の説明
1011,イトマル,M3,001/080,ポケモン/たね,n/a,n/a,n/a,60,草,炎,n/a,1,ねばるいと,草,10,次の相手の番、このワザを受けたポケモンは、にげられない。
1012,アリアドス,M3,002/080,ポケモン/1進化,n/a,n/a,イトマル,110,草,炎,n/a,1,ポイズンサークル,草,50,相手のバトルポケモンを【どく】にする。次の相手の番、このワザを受けたポケモンは、にげられない。
1013,シェイミ,M3,003/080,ポケモン/たね,n/a,n/a,n/a,70,草,炎,n/a,n/a,はなをとどける,草,n/a,自分の山札からエネルギーを1枚選び、ベンチの【草】ポケモンにつける。そして山札を切る。
1013,シェイミ,M3,003/080,ポケモン/たね,n/a,n/a,n/a,70,草,炎,n/a,n/a,リーフステップ,草,30,n/a
1014,ツタージャ,M3,004/080,ポケモン/たね,n/a,n/a,n/a,70,草,炎,n/a,1,とつげき,草,30,このポケモンにも10ダメージ。
1015,ジャノビー,M3,005/080,ポケモン/1進化,n/a,n/a,ツタージャ,100,草,炎,n/a,1,ソーラーカッター,草,40,n/a
1016,ジャローダ,M3,006/080,ポケモン/2進化,n/a,n/a,ジャノビー,160,草,炎,n/a,2,ロイヤルコマンド,草,20×,自分の場のポケモンの数×20ダメージ。
1016,ジャローダ,M3,006/080,ポケモン/2進化,n/a,n/a,ジャノビー,160,草,炎,n/a,2,ソーラーワインダー,草草草,100,自分のトラッシュに「メイのはげまし」があるなら、150ダメージ追加。
1017,コフキムシ,M3,007/080,ポケモン/たね,n/a,n/a,n/a,40,草,炎,n/a,1,かじる,草,20,n/a
1018,コフーライ,M3,008/080,ポケモン/1進化,n/a,n/a,コフキムシ,80,草,炎,n/a,3,かくれる,草,n/a,コインを1回投げオモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。
1019,ビビヨン,M3,009/080,ポケモン/2進化,n/a,n/a,コフーライ,120,草,炎,n/a,1,[特性]おおきなはね,n/a,n/a,自分の番に1回使える。相手は相手自身の手札をすべてウラにして切り、山札の下にもどす。その後、相手は山札を4枚引く。
1019,ビビヨン,M3,009/080,ポケモン/2進化,n/a,n/a,コフーライ,120,草,炎,n/a,1,ふきぬける,草,60,場にスタジアムが出ているなら、60ダメージ追加。
1020,モクロー,M3,010/080,ポケモン/たね,n/a,n/a,n/a,80,草,炎,n/a,2,ともだちをさがす,草,n/a,自分の山札からポケモンを1枚選び、相手に見せて、手札に加える。そして山札を切る。
1020,モクロー,M3,010/080,ポケモン/たね,n/a,n/a,n/a,80,草,炎,n/a,2,たいあたり,●●●,30,n/a
1021,フクスロー,M3,011/080,ポケモン/1進化,n/a,n/a,モクロー,100,草,炎,n/a,2,このは,草,20,n/a
1021,フクスロー,M3,011/080,ポケモン/1進化,n/a,n/a,モクロー,100,草,炎,n/a,2,フェザーショット,●●●,n/a,このポケモンについているエネルギーをすべてトラッシュし、相手のポケモン1匹に、90ダメージ。［ベンチは弱点・抵抗力を計算しない。］
1022,ジュナイパーex,M3,012/080,ポケモン/2進化,ex,n/a,フクスロー,320,草,炎,n/a,2,[特性]スナイパーアイ,n/a,n/a,相手の手札が4枚なら、このポケモンはワザを使うための【無】エネルギーが、すべてなくなる。
1022,ジュナイパーex,M3,012/080,ポケモン/2進化,ex,n/a,フクスロー,320,草,炎,n/a,2,クラッシュアロー,草●●●,240,相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。
1023,ヒノヤコマ,M3,013/080,ポケモン/1進化,n/a,n/a,ヤヤコマ,90,炎,雷,闘,1,ほのお,炎炎,60,n/a
1024,ファイアロー,M3,014/080,ポケモン/2進化,n/a,n/a,ヒノヤコマ,150,炎,雷,闘,1,[特性]スカイハント,n/a,n/a,自分の番に1回使える。コインを1回投げオモテなら、相手の手札からオモテを見ないで1枚選び、トラッシュする。
1024,ファイアロー,M3,014/080,ポケモン/2進化,n/a,n/a,ヒノヤコマ,150,炎,雷,闘,1,ほのおのつばさ,炎炎,110,n/a
1025,ヤトウモリ,M3,015/080,ポケモン/たね,n/a,n/a,n/a,70,炎,水,n/a,1,ほのおのツメ,炎,20,n/a
1026,エンニュートex,M3,016/080,ポケモン/1進化,ex,n/a,ヤトウモリ,260,炎,水,n/a,1,わるだくみ,炎,n/a,自分の山札から好きなカードを2枚まで選び、手札に加える。そして山札を切る。
1026,エンニュートex,M3,016/080,ポケモン/1進化,ex,n/a,ヤトウモリ,260,炎,水,n/a,1,フェイタルネイル,炎炎,100,相手のバトルポケモンを【どく】と【やけど】にする。このポケモンをベンチポケモンと入れ替える。
1027,バクガメス,M3,017/080,ポケモン/たね,n/a,n/a,n/a,120,炎,水,n/a,2,[特性]こうらのトゲ,n/a,n/a,このポケモンが、バトル場で相手のポケモンからワザのダメージを受けたとき、ワザを使ったポケモンについているエネルギーを1個選び、トラッシュする。
1027,バクガメス,M3,017/080,ポケモン/たね,n/a,n/a,n/a,120,炎,水,n/a,2,ヒートブレス,炎炎●,80,コインを1回投げオモテなら、80ダメージ追加。
1028,パウワウ,M3,018/080,ポケモン/たね,n/a,n/a,n/a,80,水,雷,n/a,2,みずかけ,水,10,n/a
1028,パウワウ,M3,018/080,ポケモン/たね,n/a,n/a,n/a,80,水,雷,n/a,2,スプラッシュ,水水,30,n/a
1029,ジュゴン,M3,019/080,ポケモン/1進化,n/a,n/a,パウワウ,130,水,雷,n/a,2,[特性]おしながす,n/a,n/a,自分の番に何回でも使える。自分のベンチポケモンについている【水】エネルギーを1個選び、バトルポケモンにつけ替える。
1029,ジュゴン,M3,019/080,ポケモン/1進化,n/a,n/a,パウワウ,130,水,雷,n/a,2,スプラッシュ,水水,60,n/a
1030,ヒトデマン,M3,020/080,ポケモン/たね,n/a,n/a,n/a,70,水,雷,n/a,1,みずでっぽう,水,20,n/a
1031,メガスターミーex,M3,021/080,ポケモン/1進化,メガシンカex,n/a,ヒトデマン,330,水,雷,n/a,2,ジェットブロー,水,120,相手のベンチポケモン1匹にも、50ダメージ。［ベンチは弱点・抵抗力を計算しない。］
1031,メガスターミーex,M3,021/080,ポケモン/1進化,メガシンカex,n/a,ヒトデマン,330,水,雷,n/a,2,ネビュラビーム,●●●,210,このワザのダメージは、弱点・抵抗力と、相手のバトルポケモンにかかっている効果を計算しない。
1032,アマルス,M3,022/080,ポケモン/1進化,n/a,n/a,古びたヒレの化石,100,水,鋼,n/a,3,こごえるかぜ,水●,50,相手のバトルポケモンを【ねむり】にする。
1033,アマルルガ,M3,023/080,ポケモン/2進化,n/a,n/a,アマルス,170,水,鋼,n/a,3,[特性]ツンドラウォール,n/a,n/a,このポケモンがいるかぎり、【水】エネルギーがついている自分のポケモン全員が、相手のポケモンから受けるワザのダメージは「-50」される。この特性の効果は重ならない。
1033,アマルルガ,M3,023/080,ポケモン/2進化,n/a,n/a,アマルス,170,水,鋼,n/a,3,いてつくれいき,水水●,150,次の相手の番、このワザを受けたポケモンは、ワザが使えない。
1034,ボルケニオン,M3,024/080,ポケモン/たね,n/a,n/a,n/a,130,水,雷,n/a,3,かいりき,水●,50,n/a
1034,ボルケニオン,M3,024/080,ポケモン/たね,n/a,n/a,n/a,130,水,雷,n/a,3,パワフルスチーム,水水●,90×,このポケモンについている【水】エネルギーの数ぶんコインを投げ、オモテの数×90ダメージ。
1035,コリンク,M3,025/080,ポケモン/たね,n/a,n/a,n/a,70,雷,闘,n/a,1,ダブルひっかき,雷,10×,コインを2回投げ、オモテの数×10ダメージ。
1036,ルクシオ,M3,026/080,ポケモン/1進化,n/a,n/a,コリンク,90,雷,闘,n/a,1,[特性]とうしのおたけび,n/a,n/a,相手のバトルポケモンが「ポケモン【ex】」なら、このポケモンは、最初の自分の番や、出したばかりの番でも進化できる。
1036,ルクシオ,M3,026/080,ポケモン/1進化,n/a,n/a,コリンク,90,雷,闘,n/a,1,バチバチ,雷●,40,n/a
1037,レントラー,M3,027/080,ポケモン/2進化,n/a,n/a,ルクシオ,150,雷,闘,n/a,n/a,せめたてる,雷●,70×,自分がすでにとったサイドの枚数×70ダメージ。
1037,レントラー,M3,027/080,ポケモン/2進化,n/a,n/a,ルクシオ,150,雷,闘,n/a,n/a,ストロングボルト,雷●●,200,このポケモンについているエネルギーを2個選び、トラッシュする。
1038,デデンネ,M3,028/080,ポケモン/たね,n/a,n/a,n/a,70,雷,闘,n/a,1,しっぽはつでん,雷,n/a,相手のポケモン全員についているエネルギーの数ぶんまで、自分のトラッシュから「基本【雷】エネルギー」を選び、自分の【雷】ポケモンに好きなようにつける。
1038,デデンネ,M3,028/080,ポケモン/たね,n/a,n/a,n/a,70,雷,闘,n/a,1,でんきショック,雷●,30,コインを1回投げオモテなら、相手のバトルポケモンを【マヒ】にする。
1039,ピッピ,M3,029/080,ポケモン/たね,n/a,n/a,n/a,70,超,鋼,n/a,1,このゆびとまれ,超,n/a,相手のベンチポケモンを1匹選び、バトルポケモンと入れ替える。
1039,ピッピ,M3,029/080,ポケモン/たね,n/a,n/a,n/a,70,超,鋼,n/a,1,はねまわる,超超,30,n/a
1040,メガピクシーex,M3,030/080,ポケモン/1進化,メガシンカex,n/a,ピッピ,320,超,鋼,n/a,1,[特性]ひかりのつばさ,n/a,n/a,このポケモンは、相手のポケモンから特性の効果を受けない。
1040,メガピクシーex,M3,030/080,ポケモン/1進化,メガシンカex,n/a,ピッピ,320,超,鋼,n/a,1,シューティングムーン,超超,120,のぞむなら、自分の手札からエネルギーを4枚までトラッシュし、その枚数×40ダメージ追加。
1041,クチート,M3,031/080,ポケモン/たね,n/a,n/a,n/a,110,超,鋼,n/a,2,ダブルイーター,超●,60×,自分の手札からエネルギーを2枚までトラッシュし、その枚数×60ダメージ。
1042,ニャスパー,M3,032/080,ポケモン/たね,n/a,n/a,n/a,60,超,悪,闘,1,ひとやすみ,●,n/a,このポケモンのHPを「20」回復する。
1042,ニャスパー,M3,032/080,ポケモン/たね,n/a,n/a,n/a,60,超,悪,闘,1,ふむ,超,10,n/a
1043,ニャオニクス,M3,033/080,ポケモン/1進化,n/a,n/a,ニャスパー,100,超,悪,闘,1,まどわす,超,n/a,相手のバトルポケモンを【こんらん】にする。
1043,ニャオニクス,M3,033/080,ポケモン/1進化,n/a,n/a,ニャスパー,100,超,悪,闘,1,サイコキネシス,超,30,相手のバトルポケモンについているエネルギーの数×30ダメージ追加。
1044,シュシュプ,M3,034/080,ポケモン/たね,n/a,n/a,n/a,70,超,鋼,n/a,1,あまいかおり,●,n/a,自分のポケモン1匹のHPを「30」回復する。
1044,シュシュプ,M3,034/080,ポケモン/たね,n/a,n/a,n/a,70,超,鋼,n/a,1,ぶつかる,超,10,n/a
1045,フレフワン,M3,035/080,ポケモン/1進化,n/a,n/a,シュシュプ,120,超,鋼,n/a,1,[特性]かおりあつめ,n/a,n/a,自分の番に1回使える。自分の山札から「基本【超】エネルギー」を2枚まで選び、相手に見せて、手札に加える。そして山札を切る。
1045,フレフワン,M3,035/080,ポケモン/1進化,n/a,n/a,シュシュプ,120,超,鋼,n/a,1,ドレインキッス,超●,50,このポケモンのHPを「30」回復する。
1046,ノズパス,M3,036/080,ポケモン/たね,n/a,n/a,n/a,90,闘,草,n/a,3,いわころがり,闘闘,40,n/a
1047,ダイノーズ,M3,037/080,ポケモン/1進化,n/a,n/a,ノズパス,140,闘,草,n/a,3,いわころがり,闘闘,60,n/a
1047,ダイノーズ,M3,037/080,ポケモン/1進化,n/a,n/a,ノズパス,140,闘,草,n/a,3,ノーズボンバー,闘闘闘●,260,このポケモンについているエネルギーを3個選び、トラッシュする。
1048,ヒポポタス,M3,038/080,ポケモン/たね,n/a,n/a,n/a,100,闘,草,n/a,4,すなかけ,闘,10,次の相手の番、このワザを受けたポケモンがワザを使うとき、相手はコインを1回投げる。ウラならそのワザは失敗。
1048,ヒポポタス,M3,038/080,ポケモン/たね,n/a,n/a,n/a,100,闘,草,n/a,4,かみつく,闘●●,60,n/a
1049,カバルドン,M3,039/080,ポケモン/1進化,n/a,n/a,ヒポポタス,150,闘,草,n/a,4,たつまきふんしゃ,闘闘●,80,この番に、手札から「タラゴン」を出して使っていたなら、相手の山札を上から3枚トラッシュする。
1049,カバルドン,M3,039/080,ポケモン/1進化,n/a,n/a,ヒポポタス,150,闘,草,n/a,4,ヘビーインパクト,闘闘●●,130,n/a
1050,ランドロス,M3,040/080,ポケモン/たね,n/a,n/a,n/a,120,闘,草,n/a,1,がんせきおとし,闘闘,50,このワザのダメージは抵抗力を計算しない。
1050,ランドロス,M3,040/080,ポケモン/たね,n/a,n/a,n/a,120,闘,草,n/a,1,スクリューナックル,闘闘●,120,このポケモンについているエネルギーを1個選び、手札にもどす。
1051,カメテテ,M3,041/080,ポケモン/たね,n/a,n/a,n/a,80,闘,草,n/a,2,ダブルドロー,闘,n/a,自分の山札を2枚引く。
1051,カメテテ,M3,041/080,ポケモン/たね,n/a,n/a,n/a,80,闘,草,n/a,2,ひっかく,闘闘,30,n/a
1052,ガメノデス,M3,042/080,ポケモン/1進化,n/a,n/a,カメテテ,130,闘,草,n/a,2,[特性]ストーンアームズ,n/a,n/a,自分の番に1回使える。自分の手札から「基本【闘】エネルギー」を1枚選び、自分の【闘】ポケモンにつける。
1052,ガメノデス,M3,042/080,ポケモン/1進化,n/a,n/a,カメテテ,130,闘,草,n/a,2,ぶちかます,闘闘●,80,n/a
1053,チゴラス,M3,043/080,ポケモン/1進化,n/a,n/a,古びたアゴの化石,100,闘,草,n/a,3,いきりたつ,闘●,20×,このポケモンにのっているダメカンの数×20ダメージ。
1054,ガチゴラス,M3,044/080,ポケモン/2進化,n/a,n/a,チゴラス,180,闘,草,n/a,3,[特性]ティラノガッツ,n/a,n/a,このポケモンに特殊エネルギーがついているなら、このポケモンは最大HPが「+150」される。
1054,ガチゴラス,M3,044/080,ポケモン/2進化,n/a,n/a,チゴラス,180,闘,草,n/a,3,あばれまくる,闘●,160,ウラが出るまでコインを投げ、オモテの数ぶん、相手の山札を上からトラッシュする。
1055,ルチャブル,M3,045/080,ポケモン/たね,n/a,n/a,n/a,70,闘,超,n/a,n/a,リベンジキック,闘,30,自分のベンチポケモンにダメカンがのっているなら、60ダメージ追加。
1056,メガジガルデex,M3,046/080,ポケモン/たね,メガシンカex,n/a,n/a,310,闘,草,n/a,2,ガイアウェーブ,闘闘闘,200,次の相手の番、このポケモンが受けるワザのダメージは「-30」される。
1056,メガジガルデex,M3,046/080,ポケモン/たね,メガシンカex,n/a,n/a,310,闘,草,n/a,2,ムニキスゼロ,闘闘闘闘闘,n/a,相手のポケモン全員に対して、それぞれ1回ずつコインを投げ、オモテが出たポケモン全員に、それぞれ150ダメージ。［ベンチは弱点・抵抗力を計算しない。］
1057,ゴース,M3,047/080,ポケモン/たね,n/a,n/a,n/a,70,悪,闘,n/a,1,ふいをつく,悪,30,コインを1回投げウラなら、このワザは失敗。
1058,ゴースト,M3,048/080,ポケモン/1進化,n/a,n/a,ゴース,100,悪,闘,n/a,1,のろう,悪,n/a,相手のバトルポケモンに、ダメカンを3個のせる。
